Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
Comfort Intech Ltd,COMFINTE,Consumer Finance,89.85307343,30.35,11.56410211,61.4149293,0,111.33,6.52,-1.25,0,0,0,0.41095452,0,0,0,7.77,5.856462768,0.807087698,0.072562905,21.72040816,0,-0.41095452,4.003192205
Biofil Chemicals and Pharmaceuticals Ltd,BIOFILCHEM,Pharmaceuticals,89.70056401,55.15,130.0008174,10.6390268,0,22.53,1.01,0.32,0,0,0,0,0,0,0,0.69,4.482911673,3.981383223,0.011259684,-0.797628672,0,0,-31.5788836
Globe International Carriers Ltd,GICL,Logistics,89.38905372,46.6,62.50982778,-0.645882477,0,108.11,2,0.57,0,0,0,0,0,0,0,1.43,1.849967626,0.826834277,0.022374104,3.798490901,0,0,-14.21534231
Univastu India Ltd,UNIVASTU,Construction & Engineering,89.21975504,77.05,17.02667081,7.20785992,0,59.17,7.21,1.97,0,0,0,0,0,0,0,5.24,12.185229,1.507854572,0.080811699,-0.452687078,0,0,-1.323532222
Sunil Healthcare Ltd,SUNLOC,Pharmaceuticals,89.16717602,85.75,13.88896823,1.925331137,0,120.84,9.26,2.84,0,0,0,0,0,0,0,6.42,7.663025488,0.737894538,0.103849874,1.042251141,0,0,-1.2959229
Gautam Gems Ltd,GGL,"Precious Metals, Jewellery & Watches",89.16013244,14.92,171.4617932,437.9463425,0,180.2,0.73,0.21,9.93E-05,0,0,0,0,0,0,0.52,0.405105438,0.494784309,0.008187516,0.49122807,9.93E-05,-9.93E-05,-42.6413401
Gretex Corporate Services Ltd,GCSL,NULL,89.15851087,91.5,24.90461197,0,0,4.74,1.57,-2.01,0,0,0,0,0,0,0,3.58,33.12236287,18.80981242,0.017609087,-0.973695893,0,0,1.811013751
Shervani Industrial Syndicate Ltd,SHERVANI,Real Estate,88.92251879,329.4,-32.10199234,-28.07272914,0,9.93,-2.96,-0.19,0,0,0,0,0,0,0,-2.77,-29.80866062,8.954936434,-0.033287406,1.094936709,0,0,0.847067106
Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,Plastic Products,88.76731198,97.1,239.911654,-4.090692553,0,12.53,0.37,0,0,-0.201978606,0,-0.010679353,0,0,0,0.37,2.952913009,7.084382441,0.004168201,0.26183283,-0.201978606,0.212657959,-59.22472169
Raj Oil Mills Ltd,ROML,Packaged Foods & Meats,88.60922442,59,34.08047093,15.00979307,0,118.62,2.93,0.33,0,0,0,0,0,0,0,2.6,2.4700725,0.747000712,0.033066535,8.466879489,0,0,-5.785879735
Shiva Mills Ltd,SHIVAMILLS,Textiles,88.52973438,102.8,5.013008742,4.664097442,0,213.62,24.51,6.85,0,0.011479079,0,0,0,0,0,17.66,11.47364479,0.414426245,0.276856134,0.800876749,0.011479079,-0.011479079,1.818247969
Dhruv Consultancy Services Ltd,DHRUV,Construction & Engineering,88.51493054,61.05,15.42071961,19.92891501,0,75.57,7.9,2.16,0,0.016060436,0,0,0,0,0,5.74,10.45388382,1.171297215,0.08925048,-0.646240989,0.016060436,-0.016060436,-1.399254087
Shree Rama Multi-Tech Ltd,SHREERAMA,Plastic Products,88.48909175,13.95,-17.94910583,4.265455619,0,150.73,-4.93,0,0,0.000220584,0,0,0,0,0,-4.93,-3.270749021,0.587070203,-0.055713082,0.994574567,0.000220584,-0.000220584,3.91828799
Mirae Asset NYSE FANG+ ETF,MAFANG,Equity,88.39070948,37.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
MITCON Consultancy & Engineering Services Ltd,MITCON,Education Services,88.26498938,64.3,82.49064428,18.04157392,0,107.76,3.79,2.72,0,0.000149014,0,0,0,0,0,1.07,3.517074981,0.819088617,0.042938882,NULL,0.000149014,-0.000149014,NULL
Bilcare Ltd,BI,Labs & Life Sciences Services,88.24597503,38,-7.009211679,-20.11841822,0,891.8,-4.22,8.37,0,0,0,0,0,0,0,-12.59,-0.473200269,0.098952652,-0.047820878,7.27579807,0,0,3.45295237
Jeevan Scientific Technology Ltd,JSTL,Labs & Life Sciences Services,88.24081468,60.55,7.396547752,31.43769254,0,73.71,18.02,6.09,0,0,0,0,0,0,0,11.93,24.44715778,1.197134916,0.20421389,-0.917346939,0,0,4.033315772
Gala Global Products Ltd,GGPL,Business Support Services,88.11118712,16,67.26044819,10.98792981,0,103.76,1.74,0.43,0,0,0,-4.237961608,0,0,0,1.31,1.6769468,0.849182605,0.019747776,0.407678741,0,4.237961608,-16.29395566
SecMark Consultancy Ltd,SECMARK,NULL,87.94521706,84.85,33.43924603,47.94979287,0,15.17,3.55,0.92,0,0,0,0,0,0,0,2.63,23.40145023,5.797311606,0.040366038,-0.853797224,0,0,-2.722898256
Trident Texofab Ltd,TTFL,Textiles,87.36031496,85.55,90.06218037,2.265397615,0,85.22,1.26,0.29,0,0,0,-3.807062492,0,0,0,0.97,1.478526168,1.025115172,0.014423025,4.617666447,0,3.807062492,-20.99149694
Warren Tea Ltd,WARRENTEA,Agro Products,87.01364518,71.95,13.49048763,-1.469599074,0,103.6,5.36,-1.09,0,0,-0.000351441,0,0,0,0,6.45,5.173745174,0.83990005,0.061599534,0.215677071,-0.000351441,0.000351441,-2.025354207
Goldstar Power Ltd,GOLDSTAR,Batteries,86.98028643,81.35,122.5074457,-4.421795164,0,44.18,1.06,0.35,0,0,0,0,0,0,0,0.71,2.39927569,1.96877063,0.012186669,-0.573552124,0,0,-30.17043053
Aditya BSL Banking ETF,ABSLBANETF,Equity,86.96789971,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
KBS India Ltd,KBSINDIA,Investment Banking & Brokerage,86.95340073,107.2,217.3835018,-1.766762058,0,2.36,0.55,0.15,0,0,0,0,0,0,0,0.4,23.30508475,36.84466133,0.006325227,NULL,0,0,NULL
Patdiam Jewellery Ltd,PJL,"Precious Metals, Jewellery & Watches",86.7717,201,13.883472,19.23795109,0,108.03,8.54,2.29,0,0,0,0,0,0,0,6.25,7.905211515,0.80321855,0.098419185,44.77542373,0,0,9.699290811
Savera Industries Ltd,SAVERA,"Hotels, Resorts & Cruise Lines",86.72839527,74.3,-108.4104941,-13.7656386,0,32.99,-0.7,0.1,0,0,0,0,0,0,0,-0.8,-2.121855108,2.628929835,-0.008071174,-0.694621864,0,0,26.39850428
Gayatri BioOrganics Ltd,GAYATRIBI,NULL,86.61921166,11.01,-173.2384233,0,0,0,-0.5,0,0,0,0,-11.42303876,0,0,0,-0.5,NULL,NULL,-0.005772391,-1,0,11.42303876,NULL
Nilachal Refractories Ltd,NILACHAL,Cement,86.48849001,43,-52.10150001,-12.23852197,0,2.02,-1.29,0.37,-0.245562079,0,0,-0.000461657,0,0,0,-1.66,-63.86138614,42.81608416,-0.014915279,NULL,-0.245562079,0.246023736,NULL
Parnax Lab Ltd,PARNAXLAB,Pharmaceuticals,86.43904325,73.3,10.50292142,11.40893043,0,163.36,12.26,4.03,0,0,0,4.715768801,0,0,0,8.23,7.50489716,0.529132243,0.141834055,79.87128713,0,-4.715768801,19.21831572
ICICI Prudential Liquid ETF,ICICILIQ,Debt,86.39623603,999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
BCPL Railway Infrastructure Ltd,BCPL,Construction & Engineering,86.24643301,51.95,11.65492338,25.20314987,0,107.59,10.55,3.15,0,0,0,0,0,0,0,7.4,9.805744028,0.801621275,0.122323899,NULL,0,0,NULL
Cords Cable Industries Ltd,CORDSCABLE,Cables,85.98697984,71.1,13.51996538,6.173357135,0,439.22,8.59,2.23,0,0.009413836,0,0,0,0,0,6.36,1.95573972,0.195772005,0.099898845,3.082349661,0.009413836,-0.009413836,-2.118115541
Patel Integrated Logistics Ltd,PATINTLOG,Logistics,85.96683598,13.35,37.87085286,-12.36185082,0,237.15,2.23,-0.04,0,-0.250872544,0,-0.320477083,0,0,0,2.27,0.940333122,0.362499835,0.025940236,-0.460065571,-0.250872544,0.571349627,-9.410364463
Hazoor Multi Projects Ltd,HAZOOR,Real Estate,85.41591871,80.75,34.44190271,208.9772689,0,112.64,3.49,1.01,0,0,0,0,0,0,0,2.48,3.098366477,0.758308937,0.040858894,-0.525026355,0,0,-7.967140647
Bodhi Tree Multimedia Ltd,BTML,Movies & TV Serials,85.1133255,68.15,28.85197475,39.32707434,0,59.38,2.85,-0.1,0,0,0,0,0,0,0,2.95,4.799595824,1.433366883,0.033484768,-0.472833807,0,0,-6.131303183
Prakash Steelage Ltd,PRAKASHSTL,Building Products - Pipes,84.82843169,4.9,0.518796598,5.076989752,0,209.72,163.03,-0.48,0,0.001348568,0,0,0,0,0,163.51,77.73698264,0.404484225,1.921879218,2.531828899,0.001348568,-0.001348568,19.93784088
Western India Plywoods Ltd,WIPL,Wood Products,84.82664352,98.05,176.722174,2.319793722,0,100.06,0.77,0.29,-0.989709379,0,0,0,0,0,0,0.48,0.769538277,0.847757781,0.009077337,-0.52288766,-0.989709379,0.989709379,-44.36630819
Bihar Sponge Iron Ltd,BIHSPONG,Iron & Steel,84.74636659,9.33,10.24744457,86.82413654,0,94.68,8.27,0,0.002438878,0,0.002438878,0,0,0,0,8.27,8.734685256,0.89508203,0.097585305,-0.053767739,0.004877756,-0.004877756,-0.390412324
Radix Industries India Ltd,RADIXIND,FMCG - Personal Products,84.51881615,59.15,55.97272592,12.89701601,0,25.42,2.03,0.52,0,0,0,0,0,0,0,1.51,7.985837923,3.32489442,0.02401832,-0.731516688,0,0,-12.17960117
Gautam Gems Ltd,GGLPP,NULL,84.4401067,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Oil Country Tubular Ltd,OILCOUNTUB,Oil & Gas - Equipment & Services,84.32507464,19.15,-1.643123044,-62.0356342,0,0.1,-51.32,0,0,0,0,0,0,0,0,-51.32,-51320,843.2507464,-0.608597149,NULL,0,0,NULL
Ganga Papers India Ltd,GANGAPA,Paper Products,84.21478044,74.75,15.71171277,28.41315026,0,282.66,7.21,1.85,0,0,0,0,0,0,0,5.36,2.550767707,0.297936675,0.085614425,2825.6,0,0,703.1097637
Emerald Leasing Finance and Investment Co Ltd,EMERALD,NULL,84.18018485,29.15,34.0810465,37.52342865,0,8.51,3.34,0.87,0,0,0,0,0,0,0,2.47,39.2479436,9.891913613,0.039676796,-0.969893158,0,0,1.049250984
Kranti Industries Ltd,KRANTI,Auto Parts,83.92482061,79.5,37.6344487,26.26956774,0,93.89,2.85,0.62,0,0,0,0.00200712,0,0,0,2.23,3.035467036,0.893863251,0.033958964,10.03290247,0,-0.00200712,-6.141519799
Inditrade Capital Ltd,INDICAP,Consumer Finance,83.90158952,34.8,16.54863699,31.95998589,0,200.95,6.85,1.78,0,0,0,0,0,0,0,5.07,3.408808161,0.417524705,0.081643268,1.140270529,0,0,-2.999889575
Katare Spinning Mills Ltd,KATRSPG,Textiles,83.74384036,303.6,10.5603834,-4.983509364,0,27.95,14.96,7.03,0,0,0,-0.438596491,0,0,0,7.93,53.52415027,2.996201802,0.178640004,-0.860910674,0,0.438596491,10.52571405
Gorani Industries Ltd,GORANIN,Home Electronics & Appliances,83.61047387,161.15,50.06615202,31.43583663,0,28.87,2.27,0.6,0,0,0,0,0,0,0,1.67,7.862833391,2.896102316,0.027149709,0.032915921,0,0,-10.54260068
Bansal Roofing Products Ltd,BRPL,NULL,83.60132292,64.7,21.32686809,21.66172005,0,72.74,5.28,1.36,0,0.088134899,0,0,0,0,0,3.92,7.258729722,1.14931706,0.063156895,1.519570488,0.088134899,-0.088134899,-3.115108245
Odyssey Technologies Ltd,ODYSSEY,Software Services,83.58143738,55.4,18.16987769,13.40628642,0,23.56,6.37,1.77,0,0,0,0,0,0,0,4.6,27.03735144,3.54759921,0.076213095,-0.676106681,0,0,2.047841768
Vinny Overseas Ltd,VINNY,Textiles,83.54665495,82.65,-18.98787613,2.150345808,0,109.3,-5.81,-1.41,0,0,0,0,0,0,0,-4.4,-5.315645014,0.764379277,-0.069541982,3.639219015,0,0,4.327862533
Chandra Bhagat Pharma Ltd,CBPL,NULL,83.48604464,113.95,104.3575558,1.172871759,0,95.7,1.1,0.3,0,0,0,0,0,0,0,0.8,1.149425287,0.872372462,0.013175855,-0.124428179,0,0,-25.83313967
Flomic Global Logistics Ltd,FLOMIC,NULL,83.00624692,112.15,8.610606527,295.295269,0,376.42,12.93,3.29,0,0,0,0,0,0,0,9.64,3.434992827,0.220514975,0.155771409,2.933333333,0,0,-0.560570092
Aakash Exploration Services Ltd,AAKASH,Oil & Gas - Equipment & Services,82.9792618,8.15,13.55870291,18.01946166,0,77.39,8.21,2.09,0,0,0,-2.472059259,0,0,0,6.12,10.60860576,1.072222016,0.098940384,-0.794405186,0,2.472059259,-0.936125583
Lohia Securities Ltd,LOHIASEC,Investment Banking & Brokerage,82.97104633,169.95,4.501955851,32.98157096,0,300.05,24.79,6.36,0,0,0,0,0,0,0,18.43,8.261956341,0.276524067,0.298778925,2.877115906,0,0,1.659279099
Digicontent Ltd,DGCONTENT,Online Services,82.92635299,14.3,3.939494204,0,0,332.99,33.59,12.54,0,-0.003390787,0,0,0,0,0,21.05,10.08739001,0.249035566,0.405058209,0.109781703,-0.003390787,0.003390787,1.563571681
Freshtrop Fruits Ltd,FRSHTRP,Agro Products,82.83974768,77.1,11.24012859,4.46505029,0,178.69,10.33,2.96,0.005613775,0,0,0,0,0,0,7.37,5.780961442,0.46359476,0.124698593,-0.463377279,0.005613775,-0.005613775,-1.479232663
Sonam Clock Ltd,SONAMCLOCK,"Precious Metals, Jewellery & Watches",82.82058926,42.15,24.35899684,17.62596706,0,87.93,4.2,0.8,0,5.00E-05,0,0,0,0,0,3.4,4.776526783,0.941892292,0.050712027,-0.507918742,5.00E-05,-5.00E-05,-5.0225847
Garnet International Ltd,GARNETINT,Textiles,82.81405286,39.65,-47.59428325,-7.313591341,0,43.84,-0.88,0.86,0,0,0,-2.343356252,0,0,0,-1.74,-2.00729927,1.88900668,-0.010626216,-0.501421585,0,2.343356252,11.2713906
Century Extrusions Ltd,CENTEXT,Metals - Aluminium,82.75438575,10.3,13.41238019,12.11091916,0,323.17,8.65,2.48,0,-0.2032225,0,0,0,0,0,6.17,2.676609834,0.256070755,0.104526182,6.371578467,-0.2032225,0.2032225,-1.141853597
K G Denim Ltd,KGDENIM,Textiles,82.63643639,32.95,-10.27816373,-2.425362076,0,617.84,-7.47,0.57,0,0,0,0,0,0,0,-8.04,-1.209050887,0.133750544,-0.09039596,0.911811121,0,0,2.495230991
Anand Rayons Ltd,ARL,Textiles,82.44544514,54.1,28.04266842,0,0,334.12,4.13,1.19,0,0,0,0,0,0,0,2.94,1.236082844,0.246753996,0.050093732,-0.459212741,0,0,-6.816449579
Beardsell Ltd,BEARDSELL,Building Products - Prefab Structures,82.37834982,22,29.31613873,-0.401867396,0,188.81,3.9,1.09,0,0,0,0,0,0,0,2.81,2.065568561,0.436302896,0.047342536,-0.434903627,0,0,-6.921368449
Vishal Bearings Ltd,VISHALBL,Industrial Machinery,82.34389701,73.55,12.18104985,26.54630379,0,109.17,9.41,2.65,0,0,0,0,0,0,0,6.76,8.619584135,0.754272209,0.114276836,-0.421799693,0,0,-0.995816352
Blue Cloud Softech Solutions Ltd,BLUECLOUDS,Software Services,82.05120374,14.13,745.920034,-25.9785655,0,0.32,0.13,0.02,0,0,0,0,0,0,0,0.11,40.625,256.4100117,0.001584377,-0.997068792,0,0,-176.5730257
Ankit Metal & Power Ltd,ANKITMETAL,Iron & Steel,81.79900236,5.85,-1.584330861,99.25072948,0,757.49,-51.63,0,0,9.21E-05,0,0,0,0,0,-51.63,-6.815931563,0.107986907,-0.631181292,2366.15625,9.21E-05,-9.21E-05,590.2311853
Parvati Sweetners and Power Ltd,PARVATI,NULL,81.56792344,9.09,65.25433875,6.894246879,0,71.61,0.86,-0.39,0,0,0,0,0,0,0,1.25,1.200949588,1.139057722,0.01054336,-0.905464099,0,0,-16.23971332
Galaxy Cloud Kitchens Ltd,GCKL,"Hotels, Resorts & Cruise Lines",81.51694614,18.75,90.5743846,0.016435205,0,48.7,0.9,0,0,0,0,0,0,0,0,0.9,1.848049281,1.673859264,0.011040649,-0.319927384,0,0,-22.26156568
India Steel Works Ltd,ISWL,Iron & Steel,81.1637712,2.06,-1.601495091,-34.58879313,0,131.22,-50.68,0,0,0,0,0,0,0,0,-50.68,-38.62216126,0.618532016,-0.624416525,1.694455852,0,0,-8.831552578
Brahmaputra Infrastructure Ltd,BRAHMINFRA,Construction & Engineering,80.91673466,28.1,11.38069405,-3.59904002,0,184.4,11.16,4.05,0,0,0,0,0,0,0,7.11,6.052060738,0.438810925,0.137919555,0.405273586,0,0,-1.230839932
Arnold Holdings Ltd,ARNOLD,Diversified Financials,80.85718149,26.4,53.54780231,25.93912107,0,118.9,2.11,0.6,0,0,0,0,0,0,0,1.51,1.774600505,0.680043579,0.026095394,-0.355206074,0,0,-13.03210197
Gennex Laboratories Ltd,GENNEX,Pharmaceuticals,80.81435922,6.01,20.61590796,8.290189154,0,62.59,5.09,1.17,0,0,0,1.326964383,0,0,0,3.92,8.132289503,1.291170462,0.062983856,-0.473591253,0,-1.326964383,-3.239302428
Kesar India Ltd,KESAR,NULL,80.80162211,225,22.25940003,0,0,9.09,5.07,1.44,0,0,0,-25.40222071,0,0,0,3.63,55.77557756,8.889067339,0.062746265,-0.854769132,0,25.40222071,8.165352099
Anjani Foods Ltd,ANJANIFOODS,NULL,80.58815628,29.4,503.6759767,8.818898529,0,35.37,0.19,0.03,0.005366938,0,0,0,0,0,0,0.16,0.5371784,2.278432465,0.002357667,2.891089109,0.005366938,-0.005366938,-125.0605856
DB (International) Stock Brokers Ltd,DBSTOCKBRO,Investment Banking & Brokerage,80.45565281,24.15,9.322787116,44.3141654,0,29.42,10.85,2.22,0,5.71E-05,0,0,0,0,0,8.63,36.87967369,2.734726472,0.134856901,-0.168221657,5.71E-05,-5.71E-05,6.847180505
Landmark Property Development Co Ltd,LPDC,Real Estate,80.44155658,6.05,-1340.69261,-13.10726001,0,1.6,-0.1,-0.04,0,0.000283279,0,-0.055472079,0,0,0,-0.06,-6.25,50.27597286,-0.001243139,-0.945615228,0.000283279,0.0551888,333.3743195
Archies Ltd,ARCHIES,Retail - Speciality,80.18330293,24.2,-30.6043141,-14.43726837,0,86.1,-4.05,-1.43,0,0.000207223,0,-0.103611604,0,0,0,-2.62,-4.703832753,0.931281103,-0.050509269,52.8125,0.000207223,0.103404381,19.67829714
Best Eastern Hotels Ltd,BESTEAST,NULL,79.9934076,48.5,-399.967038,-3.339445478,0,4.16,-0.29,-0.09,0,0,0,0,0,0,0,-0.2,-6.971153846,19.22918452,-0.003625299,-0.951684088,0,0,98.01105002
Samrat Forgings Ltd,SAMRATFORG,NULL,79.95592826,160,22.39661856,14.48315806,0,139.98,5.19,1.62,0,0,0,0,0,0,0,3.57,3.707672525,0.571195373,0.064910759,32.64903846,0,0,3.490023107
Aditya Consumer Marketing Ltd,ACML,Retail - Speciality,79.93013493,56.6,614.8471918,5.460201933,0,87.61,0.18,0.05,0,0,0,0,0,0,0,0.13,0.205455998,0.912340314,0.002251967,-0.374124875,0,0,-153.7539652
Captain Polyplast Ltd,CPL,Industrial Machinery,79.8067255,15.9,28.81109224,10.03064627,0,189.16,3.82,1.05,0,0,0,0,0,0,0,2.77,2.01945443,0.421900642,0.04786564,1.159114256,0,0,-6.408130888
Kothari Fermentation and Biochem Ltd,KFBL,Agro Products,79.68107976,53.4,257.0357412,4.171864625,0,97.17,1.51,1.2,0,0,0,0,0,0,0,0.31,1.553977565,0.820017287,0.018950546,-0.486307888,0,0,-63.99201788
Saboo Sodium Chloro Ltd,SABOOSOD,Packaged Foods & Meats,79.53448061,16.25,1988.362015,28.219307,0,79.88,0.14,0.1,-0.06084955,0,-0.06084955,2.915174814,0,0,0,0.04,0.175262894,0.995674519,0.001760243,-0.177935577,-0.1216991,-2.793475714,-497.1215967
Agro Phos India Ltd,AGROPHOS,Fertilizers & Agro Chemicals,79.53206327,39.5,13.64186334,12.64420763,0,117.25,7.08,1.25,0,0,0,0,0,0,0,5.83,6.038379531,0.67831184,0.089020701,0.46782674,0,0,-1.783914267
Giriraj Civil Developers Ltd,GIRIRAJ,Construction & Engineering,79.17727945,244.2,20.89110276,13.12516605,0,83.87,5.02,1.23,0,0,0,0,0,0,0,3.79,5.985453678,0.944047686,0.063402027,-0.284690832,0,0,-3.797584978
Kemp and Company Ltd,KEMP,Retail - Speciality,79.12424469,732.9,94.19552939,-3.711105079,0,4.42,0.98,0.14,0,0,0,0,0,0,0,0.84,22.1719457,17.90141283,0.012385584,-0.947299392,0,0,-18.24272077
Kanani Industries Ltd,KANANIIND,"Precious Metals, Jewellery & Watches",79.10359807,8.15,43.70364534,-8.080425526,0,291.9,2.02,0.21,0,0,0,0,0,0,0,1.81,0.692017814,0.27099554,0.025536133,65.04072398,0,0,5.507274114
Panache Digilife Ltd,PANACHE,Technology Hardware,79.03643509,64.2,98.79554386,2.072358477,0,87.92,1.68,0.88,0,0,0,0,0,0,0,0.8,1.910828025,0.898958543,0.021256019,-0.698800959,0,0,-24.3958792
Gogia Capital Services Ltd,GOGIACAP,Diversified Financials,79.013825,125,25.48833065,13.9415295,0,7.97,4.28,1.18,0,0,0,0,0,0,0,3.1,53.70138018,9.91390527,0.054167736,-0.909349409,0,0,6.825925029
Geekay Wires Ltd,GEEKAYWIRE,Iron & Steel,78.86912731,77.55,8.763236367,32.28117069,0,272.02,12.8,3.8,0,0.000287026,0,0,0,0,0,9,4.705536358,0.289938708,0.162294176,33.13048934,0.000287026,-0.000287026,7.268269088
International Combustion (India) Ltd,INTLCOMBQ,Industrial Machinery,78.83565376,329.8,18.99654307,7.733074445,0,169.87,5.27,1.12,0,0,0,0,0,0,0,4.15,3.102372402,0.464094035,0.066847927,-0.375523859,0,0,-4.067423632
HIM Teknoforge Ltd,HIMTEK,Auto Parts,78.57735813,99.95,8.90899752,8.748368709,0,357.62,12.29,3.47,0,0,0,0,0,0,0,8.82,3.436608691,0.219723053,0.156406378,1.105256961,0,0,-1.091782967
Aryaman Financial Services Ltd,ARYAMAN,Investment Banking & Brokerage,78.51817075,67.1,16.92201956,24.42957619,0,84.77,8.41,3.77,0,0,0,0,0,0,0,4.64,9.920962605,0.926249507,0.107108965,-0.762960685,0,0,-1.94100441
Mysore Petro Chemicals Ltd,MYSORPETRO,Commodity Chemicals,78.2016501,117.55,2.392951349,8.665087973,0,67.09,42.58,9.9,-1.124024225,0,0,0,0,0,0,32.68,63.46698465,1.165623045,0.544489789,-0.208564351,-1.124024225,1.124024225,14.93536118
Peria Karamalai Tea and Produce Company Ltd,PKTEA,Tea & Coffee,77.98864282,252.05,152.9189075,1.120704087,0,48.34,1.19,0.68,-0.118609287,0,0,0.636846595,0,0,0,0.51,2.461729417,1.613335598,0.015258632,-0.279475332,-0.118609287,-0.518237308,-37.71381568
Goblin India Ltd,GOBLIN,NULL,77.9727751,74.7,-48.73298443,-16.77327624,0,20.94,-1.54,0.06,0,2.393747302,0,0,0,0,0,-1.6,-7.35434575,3.723628228,-0.019750483,-0.56681837,2.393747302,-2.393747302,10.8013919
Tayo Rolls Ltd,TATAYODOGA,Iron & Steel,77.83759254,77.05,-22.43158286,0,0,0,-3.47,0,-0.00097457,0.00097457,0,0,0,0,0,-3.47,NULL,NULL,-0.044580002,-1,0,0,NULL
Seya Industries Ltd,SEYAIND,Specialty Chemicals,77.67601445,29.25,-12.34912789,-25.28761586,0,73.31,-7.42,-1.13,-1.344910566,0.000413992,-1.390073367,0,0,0,0,-6.29,-10.12140226,1.05955551,-0.095524984,NULL,-2.734569941,2.734569941,NULL
Kcl Infra Projects Ltd,KCLINFPP,NULL,77.623788,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Nitin Castings Ltd,NITINCAST,Metals - Iron,77.61700713,155.7,15.01296076,9.662004983,0,98.66,6.53,1.36,0,0,0,0,0,0,0,5.17,6.618690452,0.786712012,0.084131046,NULL,0,0,NULL
Magnum Ventures Ltd,MAGNUM,Paper Products,77.60511449,19.65,15.06895427,-0.790894769,0,331.6,4.68,-0.47,0,0,0,0,0,0,0,5.15,1.411338963,0.234032311,0.060305304,2.361037908,0,0,-2.82414435
Delta Manufacturing Ltd,DELTAMAGNT,Industrial Machinery,77.59699211,72.35,4.026828859,15.00184846,0,122.24,22.12,2.85,0,0.000921564,0,0,0,0,0,19.27,18.09554974,0.634792147,0.285062596,-0.631363088,0.000921564,-0.000921564,3.359569839
KLK Electrical Ltd,KLKELEC,Electrical Components & Equipments,77.59123168,82.25,34.48499186,0,0,11,2.43,0.18,0,0,0,-1.841028902,0,0,0,2.25,22.09090909,7.053748335,0.031317972,-0.910013089,0,1.841028902,-3.326023965
Banas Finance Ltd,BANASFN,NULL,77.5519148,16.3,1.121016404,60.22478083,0,100.95,91.64,22.46,-0.047255221,0,0,4.326860538,0,0,0,69.18,90.77761268,0.768221048,1.181660056,8.177272727,-0.047255221,-4.279605317,24.44665345
Dutron Polymers Ltd,DUTRON,Building Products - Pipes,77.35736059,127.85,26.7672528,7.378137414,0,124.95,3.63,0.74,0,0,0,0,0,0,0,2.89,2.905162065,0.619106527,0.046925076,0.237741456,0,0,-5.90608732
P B M Polytex Ltd,PBMPOLY,Textiles,77.07133245,112.7,3.511222435,7.104024062,0,256.86,29.47,7.52,0,0,0,0,0,0,0,21.95,11.47317605,0.300051906,0.382373044,1.055702281,0,0,2.254413974
Motilal Oswal Midcap 100 ETF,MOM100,Equity,77.05321196,33.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Pace E-Commerce Ventures Ltd,PACE,NULL,77.02214956,34.2,145.3248105,0,0,10.51,0.73,0.2,0,0,0,0,0,0,0,0.53,6.945765937,7.328463326,0.009477793,NULL,0,0,NULL
Skil Infrastructure Ltd,SKIL,Construction & Engineering,76.84043288,3.55,-0.477714845,3.109643149,0,65.86,-162.45,-1.6,0,-0.104803331,0,-0.812003588,0,0,0,-160.85,-246.6595809,1.166723852,-2.114121354,5.26641294,-0.104803331,0.916806919,-60.25506412
Lactose India Ltd,LACTOSE,Pharmaceuticals,76.81350537,61.05,31.48094482,4.959508282,0,46.52,3.16,0.72,0,0,0,0,0,0,0,2.44,6.7927773,1.651193151,0.041138599,-0.293653204,0,0,-6.245455181
Dhruv Wellness Ltd,DWL,Pharmaceuticals,76.74050785,72.85,7674.050785,-67.4934096,0,0.37,0.02,0.01,0,0,0,0,0,0,0,0.01,5.405405405,207.406778,0.000260619,-0.992046432,0,0,-1917.409357
Naysaa Securities Ltd,NAYSAA,Investment Banking & Brokerage,76.57621875,175,186.7712652,-6.19342113,0,11.15,0.48,0.07,0,0,0,-0.72580123,0,0,0,0.41,4.304932735,6.867822309,0.006268265,29.13513514,0,0.72580123,-38.33279933
Sambhaav Media Ltd,SAMBHAAV,Publishing,76.40228703,4.15,-7640.228703,5.538217625,0,48,0.24,0.25,0,4.19E-05,0,0,0,0,0,-0.01,0.5,1.591714313,0.003141267,3.304932735,4.19E-05,-4.19E-05,1911.008419
